loanNumber,purpose,strata,clientId,dateOfBirth,cycle,province,district,submissionDate,approvalDate,disbursementDate,appliedAmount,approvedAmount,disbursedAmount,loanType,termsDuration,actualPaymentAmount,principalPaid,interestPaid,insuranceFeePaid,totalLateFeesPaid,excessAmountPaid,interestWaived,currentBalance,principalBalance,interestBalance,feesBalance,amountPastDue,principalPastDue,interestPastDue,feesPastDue,scheduledPrincipalAmount,scheduledInterestAmount,scheduledFeesAmount,scheduledPaymentAmount,lastPaymentAmount,lastPrincipalAmount,lastInterestAmount,lastFeesAmount,lastLateFeesAmount,lastExcessAmount,daysInArrears,installmentInArrears,lastPaymentDate,loanStatus,industrySectorOfActivity,businessSubSector,countrySpecific,country_code
LN-RW-2021-865008,Equipment,host,RW-RW-2020-S2-U00154,1983-04-23,3,Northern,Huye,2021-04-11,2021-05-07,2021-05-16,258.7,264.53,254.27,Working Capital,6,204.31,150.76,39.87,1.94,0.0,11.75,0.0,131.09,103.51,31.5,6.59,0.0,0.0,0.0,0.0,42.38,11.89,1.1,55.37,49.96,42.09,11.74,3.3,0.0,0.0,0,0,2021-11-12,active,Personal Services,Childcare,Rwanda,RW
LN-RW-2021-930309,Emergency,host,RW-RW-2019-S2-U02909,1995-04-05,2,Eastern,Nyarugenge,2021-10-14,2021-11-07,2021-11-17,238.57,218.66,200.72,Seasonal Loan,3,101.98,69.83,16.49,1.58,0.0,14.08,0.0,152.42,130.89,28.3,4.96,0.0,0.0,0.0,0.0,66.91,14.93,1.65,83.49,108.83,76.6,12.41,3.84,0.0,15.99,0,0,2021-12-11,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2019-113135,Working capital,host,RW-RW-2026-S2-U02504,1998-04-14,2,Western,Huye,2019-09-11,2019-09-22,2019-10-01,455.79,463.31,436.37,Seasonal Loan,6,141.78,118.28,22.72,0.89,0.0,0.0,0.0,398.62,318.09,68.35,9.55,0.0,0.0,0.0,0.0,72.73,15.18,1.59,89.5,111.38,79.57,26.15,0.6,0.0,5.06,0,0,2020-01-05,active,Transport,Taxi,Rwanda,RW
LN-ET-2021-181243,Stock purchase,host,ET-ET-2022-S3-U01148,2002-10-17,1,Tigray,Kirkos,2021-02-13,2021-02-14,2021-02-16,381.18,342.72,337.75,Asset Finance,6,136.55,94.84,18.91,0.91,0.0,21.88,0.0,295.18,242.91,59.42,12.75,0.0,0.0,0.0,0.0,56.29,13.06,2.13,71.47,70.41,39.07,8.41,4.65,0.0,18.27,0,0,2021-06-11,active,Retail & Trade,Clothing,Ethiopia,ET
LN-RW-2023-737139,Rent/Utilities,host,RW-RW-2023-S2-U03816,1978-05-24,3,Southern,Huye,2023-08-07,2023-09-01,2023-09-06,217.91,196.12,195.14,Working Capital,18,122.65,96.92,10.53,1.66,5.76,7.78,0.0,102.51,98.22,7.17,3.51,15.38,9.82,0.72,0.35,10.84,1.0,0.51,12.36,11.38,7.72,1.72,0.41,0.32,1.21,1,3,2023-10-14,active,Agriculture,Dairy,Rwanda,RW
LN-ET-2023-489117,Working capital,refugee,ET-ET-2019-S1-U01931,1999-01-11,1,Addis Ababa,Bole,2023-11-17,2023-11-18,2023-11-26,507.94,408.35,378.32,Working Capital,9,102.89,69.82,20.43,0.81,1.06,10.78,10.42,396.18,308.5,82.05,2.87,59.43,30.85,8.2,0.29,42.04,12.54,0.44,55.02,43.12,36.62,9.43,1.31,1.19,0.0,32,2,2024-03-17,restructured,Retail & Trade,Pharmacy,Ethiopia,ET
LN-KE-2023-629504,Expansion,host,KE-KE-2019-S3-U03780,1982-10-06,2,Nairobi,Nakuru,2023-06-01,2023-06-18,2023-06-19,1180.54,1045.47,1005.12,Working Capital,3,490.42,395.97,61.75,7.17,0.0,25.54,0.0,707.08,609.15,79.41,33.73,0.0,0.0,0.0,0.0,335.04,47.05,11.24,393.33,372.88,212.18,83.93,33.73,0.0,43.04,0,0,2023-07-06,active,Personal Services,Laundry,Kenya,KE
LN-RW-2026-164001,Expansion,refugee,RW-RW-2020-S1-U02140,1995-11-28,5,Eastern,Kicukiro,2026-08-07,2026-08-10,2026-08-14,524.7,511.37,495.83,Inventory Loan,18,287.87,227.04,44.58,4.36,0.0,11.89,0.0,358.9,268.79,85.97,10.59,0.0,0.0,0.0,0.0,27.55,7.25,0.59,35.39,40.13,28.74,9.43,1.76,0.0,0.21,0,0,2027-01-08,active,Personal Services,Laundry,Rwanda,RW
LN-RW-2026-261092,Emergency,refugee,RW-RW-2025-S3-U00973,2005-02-05,2,Eastern,Kicukiro,2026-05-08,2026-05-12,2026-05-14,311.73,239.33,219.07,Inventory Loan,12,114.88,102.05,9.16,1.84,3.79,0.0,0.0,132.57,117.02,9.34,2.14,19.89,11.7,0.93,0.21,18.26,1.54,0.49,20.29,17.47,12.63,4.63,1.24,0.65,0.0,17,2,2026-08-26,active,Hospitality and Tourism,Catering,Rwanda,RW
LN-SS-2019-538881,Equipment,refugee,SS-SS-2020-S3-U02777,1988-11-12,1,Western Equatoria,Torit,2019-07-15,2019-08-08,2019-08-11,736.34,658.29,633.04,Seasonal Loan,3,731.64,633.04,74.1,5.19,0.0,19.31,0.0,10.13,0.0,17.34,12.02,0.0,0.0,0.0,0.0,211.01,30.48,4.01,245.5,309.56,233.82,67.56,12.02,0.0,0.0,0,0,2019-10-19,closed,Hospitality and Tourism,Catering,South Sudan,SS
LN-RW-2023-748958,Rent/Utilities,refugee,RW-RW-2021-S3-U04564,1992-01-25,4,Southern,Musanze,2023-08-19,2023-08-28,2023-09-11,859.19,880.56,874.03,Asset Finance,9,615.18,511.86,78.32,7.77,0.0,17.23,0.0,453.91,362.17,90.4,12.83,0.0,0.0,0.0,0.0,97.11,18.75,1.43,117.29,96.98,60.62,20.7,3.79,0.0,11.87,0,0,2024-04-22,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-ET-2025-503450,Emergency,refugee,ET-ET-2020-S1-U01086,1992-02-22,2,Addis Ababa,Yeka,2025-04-20,2025-04-27,2025-04-27,298.56,254.6,251.82,Working Capital,3,151.87,104.14,23.49,1.96,0.0,22.29,0.0,160.35,147.68,22.22,10.67,0.0,0.0,0.0,0.0,83.94,15.23,3.56,102.73,75.45,42.41,25.78,2.9,0.0,4.36,0,0,2025-06-08,active,Personal Services,Laundry,Ethiopia,ET
LN-ET-2021-561219,Emergency,host,ET-ET-2026-S2-U04405,2004-03-25,5,Oromia,Mekelle,2021-08-27,2021-09-21,2021-09-28,632.99,608.55,588.9,Seasonal Loan,12,770.06,518.06,131.04,2.72,0.0,118.23,0.0,0.0,70.85,18.69,15.93,0.0,0.0,0.0,0.0,49.08,12.48,1.33,62.88,44.15,36.93,15.03,1.08,0.0,0.0,0,0,2022-01-14,closed,Retail & Trade,Pharmacy,Ethiopia,ET
LN-RW-2020-165082,Expansion,refugee,RW-RW-2020-S2-U01143,1993-10-01,1,Northern,Nyarugenge,2020-02-27,2020-03-18,2020-03-22,330.85,294.49,288.41,Emergency Loan,6,364.56,277.5,55.06,1.67,0.0,30.33,0.0,0.0,10.91,0.0,14.2,0.0,0.0,0.0,0.0,48.07,9.18,2.37,59.61,64.2,46.44,13.82,0.76,0.0,3.18,0,0,2020-04-17,closed,Manufacturing,Soap,Rwanda,RW
LN-ET-2019-659946,Working capital,host,ET-ET-2026-S2-U02941,1984-06-20,2,Oromia,Hawassa,2019-07-12,2019-08-05,2019-08-14,640.0,561.24,530.58,Emergency Loan,9,312.32,241.49,63.19,3.8,0.0,3.84,0.0,380.53,289.09,80.42,10.22,0.0,0.0,0.0,0.0,58.95,15.96,1.14,76.05,59.31,33.34,11.95,2.29,0.0,11.72,0,0,2019-11-18,active,Professional Services,Repairs,Ethiopia,ET
LN-RW-2024-664720,Stock purchase,host,RW-RW-2020-S3-U00131,1980-01-29,2,Southern,Kicukiro,2024-06-24,2024-07-24,2024-07-30,750.69,698.59,656.67,Working Capital,6,223.09,176.93,27.03,0.73,11.4,7.0,0.0,569.27,479.73,80.87,13.81,85.39,47.97,8.09,1.38,109.44,17.98,4.2,131.63,117.99,76.62,19.45,5.53,0.27,16.13,6,3,2024-09-06,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-KE-2022-387611,Expansion,host,KE-KE-2019-S1-U01184,1985-01-09,4,Western,Kajiado,2022-05-05,2022-05-18,2022-05-29,100.0,100.0,93.8,Seasonal Loan,3,26.52,19.96,2.84,0.37,2.65,0.69,0.0,86.5,73.84,10.25,1.88,12.98,7.38,1.03,0.19,31.27,4.36,1.51,37.14,41.98,29.87,13.09,1.15,0.52,0.0,56,3,2022-06-22,defaulted,Agriculture,Poultry,Kenya,KE
LN-RW-2025-554292,Working capital,host,RW-RW-2022-S2-U00296,1990-10-14,2,Southern,Musanze,2025-09-21,2025-10-03,2025-10-06,255.94,249.58,236.3,Seasonal Loan,12,281.02,215.9,35.84,1.86,0.0,27.42,0.0,4.0,20.4,6.89,4.11,0.0,0.0,0.0,0.0,19.69,3.56,0.34,23.59,21.43,14.04,2.18,1.03,0.0,4.18,0,0,2026-01-26,closed,Professional Services,Hair Salon,Rwanda,RW
LN-KE-2021-413731,Emergency,host,KE-KE-2026-S3-U03806,1992-10-14,2,Coast,Kajiado,2021-11-14,2021-11-20,2021-12-02,1696.24,1652.65,1559.78,Working Capital,24,1078.17,946.05,88.67,3.37,0.0,40.08,0.0,740.97,613.73,99.89,65.11,0.0,0.0,0.0,0.0,64.99,7.86,2.71,75.56,81.05,65.74,14.97,2.51,0.0,0.0,0,0,2022-03-28,active,Retail & Trade,Pharmacy,Kenya,KE
LN-RW-2026-464215,Stock purchase,host,RW-RW-2019-S2-U02755,1983-10-30,3,Western,Kicukiro,2026-06-28,2026-07-24,2026-08-05,525.78,482.92,479.96,Working Capital,18,528.76,404.03,34.29,0.25,0.0,90.18,0.0,6.55,75.93,4.76,16.04,0.0,0.0,0.0,0.0,26.66,2.17,0.89,29.72,35.82,23.66,6.51,1.0,0.0,4.65,0,0,2026-08-22,closed,Retail & Trade,Grocery,Rwanda,RW
LN-RW-2019-867682,Equipment,host,RW-RW-2023-S2-U02099,1991-02-28,1,Kigali City,Gasabo,2019-11-18,2019-11-23,2019-12-04,113.66,101.93,100.71,Asset Finance,24,122.4,92.87,14.69,1.73,0.0,13.1,0.0,0.0,7.83,0.0,4.73,0.0,0.0,0.0,0.0,10.0,1.0,0.2,11.2,9.22,7.45,1.66,0.33,0.0,0.0,0,0,2020-04-08,closed,Retail & Trade,Clothing,Rwanda,RW
LN-RW-2024-157178,Equipment,refugee,RW-RW-2018-S2-U00302,1982-12-05,2,Kigali City,Rwamagana,2024-04-12,2024-05-03,2024-05-11,346.12,261.27,247.21,Asset Finance,12,213.83,153.76,25.69,3.25,1.26,29.87,0.0,83.75,93.45,13.83,5.06,12.56,9.35,1.38,0.51,20.6,3.29,0.53,24.42,15.87,11.18,2.51,0.42,0.54,1.21,10,2,2024-10-10,active,Transport,Delivery,Rwanda,RW
LN-ET-2025-765254,Expansion,refugee,ET-ET-2023-S3-U02050,1994-12-16,2,Addis Ababa,Yeka,2025-02-27,2025-03-17,2025-03-26,320.54,335.28,323.81,Working Capital,3,222.31,169.34,19.05,2.86,0.0,31.05,0.0,158.0,154.47,20.57,11.98,0.0,0.0,0.0,0.0,107.94,13.21,3.99,125.14,149.45,102.49,39.62,10.22,0.0,0.0,0,0,2025-06-06,active,Agriculture,Vegetables,Ethiopia,ET
LN-SS-2026-456477,Working capital,refugee,SS-SS-2020-S1-U02016,1994-10-24,3,Central Equatoria,Torit,2026-04-04,2026-04-28,2026-05-07,172.47,163.75,154.82,Seasonal Loan,9,205.13,154.82,38.08,2.58,0.0,9.65,0.0,0.86,0.0,6.24,4.25,0.0,0.0,0.0,0.0,17.2,4.92,0.47,22.6,26.51,20.38,3.49,0.8,0.0,1.84,0,0,2026-10-01,closed,Professional Services,Consulting,South Sudan,SS
LN-RW-2021-833579,Emergency,refugee,RW-RW-2021-S1-U01006,1977-01-05,1,Northern,Rubavu,2021-02-24,2021-03-24,2021-03-28,225.53,217.11,202.75,Emergency Loan,18,125.47,84.05,19.93,0.87,4.02,16.59,2.07,132.13,118.69,22.05,4.98,19.82,11.87,2.2,0.5,11.26,2.45,0.5,14.21,10.2,5.86,1.27,0.36,0.51,2.21,14,4,2021-08-10,restructured,Agriculture,Grains,Rwanda,RW
LN-ET-2022-788010,Expansion,host,ET-ET-2026-S2-U04516,1975-01-13,1,Oromia,Hawassa,2022-02-28,2022-03-30,2022-04-04,898.72,935.32,872.0,Emergency Loan,24,108.54,94.7,11.26,1.6,4.33,0.0,0.0,904.78,777.3,85.82,24.99,135.72,77.73,8.58,2.5,36.33,4.04,1.22,41.6,42.36,33.81,7.81,0.44,1.6,0.0,83,2,2022-11-22,defaulted,Transport,Taxi,Ethiopia,ET
LN-RW-2020-435067,Expansion,refugee,RW-RW-2021-S3-U01670,1990-08-20,2,Northern,Gasabo,2020-06-10,2020-06-15,2020-06-16,151.58,125.21,119.14,Working Capital,24,37.33,27.73,4.22,0.07,0.0,5.31,0.0,106.82,91.41,17.26,3.26,0.0,0.0,0.0,0.0,10.0,1.0,0.14,11.14,9.25,7.07,1.85,0.41,0.0,0.0,0,0,2020-08-24,active,Personal Services,Cleaning,Rwanda,RW
LN-RW-2019-355617,Emergency,host,RW-RW-2024-S1-U01990,1987-09-13,1,Northern,Rwamagana,2019-10-01,2019-10-17,2019-10-28,527.07,470.46,439.35,Inventory Loan,24,233.24,180.57,42.92,1.91,0.0,7.84,0.0,336.97,258.78,71.75,11.52,0.0,0.0,0.0,0.0,18.31,4.78,0.48,23.56,17.01,10.39,4.05,0.67,0.0,1.9,0,0,2020-04-05,active,Personal Services,Childcare,Rwanda,RW
LN-ET-2019-182294,Emergency,host,ET-ET-2022-S1-U02181,1988-04-25,1,Tigray,Hawassa,2019-01-11,2019-01-16,2019-01-28,193.36,202.66,196.42,Working Capital,3,73.72,51.44,12.93,0.34,4.81,4.2,0.0,182.29,144.99,39.05,1.61,27.34,14.5,3.9,0.16,65.47,17.32,2.14,84.94,111.84,92.47,28.78,6.43,4.7,0.0,41,3,2019-02-17,defaulted,Personal Services,Childcare,Ethiopia,ET
LN-RW-2024-950445,Equipment,refugee,RW-RW-2020-S2-U03870,1990-10-07,3,Eastern,Huye,2024-10-19,2024-11-01,2024-11-06,760.95,676.34,632.07,Inventory Loan,18,458.27,351.66,96.42,3.28,0.0,6.91,0.0,357.54,280.41,65.53,15.96,0.0,0.0,0.0,0.0,35.11,9.0,0.89,45.0,28.3,19.89,4.57,1.16,0.0,2.68,0,0,2024-12-05,active,Personal Services,Laundry,Rwanda,RW
LN-KE-2021-528403,Working capital,refugee,KE-KE-2024-S3-U02069,1992-01-17,3,Central,Nairobi,2021-02-07,2021-03-02,2021-03-11,145.76,125.26,116.92,Seasonal Loan,18,51.57,42.31,9.66,0.21,0.0,0.0,0.0,96.99,74.61,17.31,4.06,0.0,0.0,0.0,0.0,10.0,1.5,0.23,11.72,9.12,7.23,1.24,0.01,0.0,0.64,0,0,2021-06-11,active,Professional Services,Tailoring,Kenya,KE
LN-RW-2020-630498,Stock purchase,host,RW-RW-2026-S2-U00499,1993-12-09,4,Northern,Huye,2020-11-18,2020-12-11,2020-12-21,250.52,221.63,199.59,Emergency Loan,6,129.95,100.8,27.06,0.12,0.0,1.98,0.0,123.44,98.79,23.33,3.19,0.0,0.0,0.0,0.0,33.26,8.4,0.53,42.19,30.79,25.8,9.55,1.6,0.0,0.0,0,0,2021-06-13,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-SS-2026-790527,Stock purchase,refugee,SS-SS-2019-S1-U01784,1976-12-15,2,Western Equatoria,Yambio,2026-04-08,2026-04-30,2026-04-30,568.71,512.64,478.81,Seasonal Loan,6,332.81,292.41,26.37,3.95,14.69,0.0,0.0,229.42,186.4,29.04,6.65,34.41,18.64,2.9,0.67,79.8,9.23,3.56,92.59,97.11,60.08,27.7,3.53,2.19,3.61,17,1,2026-05-27,active,Retail & Trade,Pharmacy,South Sudan,SS
LN-RW-2020-540651,Expansion,refugee,RW-RW-2025-S1-U02249,1986-09-22,3,Northern,Kicukiro,2020-05-02,2020-05-16,2020-05-30,528.5,422.03,398.93,Seasonal Loan,6,187.28,130.27,24.25,2.88,0.0,29.88,0.0,308.06,268.66,46.06,18.48,0.0,0.0,0.0,0.0,66.49,11.72,3.08,81.29,86.69,56.03,24.8,5.62,0.0,0.24,0,0,2020-06-15,active,Professional Services,Hair Salon,Rwanda,RW
LN-RW-2024-275825,Working capital,refugee,RW-RW-2023-S1-U01424,1983-06-25,4,Eastern,Nyarugenge,2024-02-28,2024-02-29,2024-03-09,100.0,100.0,92.74,Emergency Loan,24,78.51,59.0,12.43,0.48,0.74,5.86,0.0,38.94,33.74,10.05,0.77,5.84,3.37,1.0,0.08,10.0,1.0,0.06,11.06,9.05,5.99,2.82,0.19,0.16,0.0,1,2,2024-04-07,active,Professional Services,Tailoring,Rwanda,RW
LN-RW-2022-612813,Stock purchase,host,RW-RW-2023-S2-U04369,1996-10-05,2,Kigali City,Huye,2022-04-26,2022-05-13,2022-05-24,2280.56,1877.4,1784.05,Working Capital,18,1982.8,1784.05,146.04,28.48,0.0,24.22,0.0,12.53,0.0,0.0,36.57,0.0,0.0,0.0,0.0,99.11,8.11,2.03,109.26,115.4,66.68,24.34,5.72,0.0,18.66,0,0,2022-11-20,closed,Professional Services,Hair Salon,Rwanda,RW
LN-SS-2021-646935,Expansion,refugee,SS-SS-2021-S3-U04476,1986-09-29,3,Eastern Equatoria,Torit,2021-10-21,2021-11-20,2021-11-23,485.3,412.56,412.12,Emergency Loan,3,310.29,226.14,47.76,4.69,0.0,31.7,0.0,187.02,185.98,24.89,5.02,0.0,0.0,0.0,0.0,137.37,24.22,1.67,163.27,168.82,104.21,21.12,5.02,0.0,38.46,0,0,2021-12-09,active,Professional Services,Hair Salon,South Sudan,SS
LN-ET-2024-337488,Stock purchase,refugee,ET-ET-2020-S2-U03475,1966-05-21,3,Addis Ababa,Mekelle,2024-05-08,2024-05-16,2024-05-23,100.0,100.0,94.1,Emergency Loan,3,69.09,56.99,10.76,0.11,0.0,1.23,0.0,48.33,37.11,7.71,4.66,0.0,0.0,0.0,0.0,31.37,6.16,1.55,39.08,41.94,32.52,13.19,2.29,0.0,0.0,0,0,2024-07-22,active,Professional Services,Hair Salon,Ethiopia,ET
LN-SS-2019-696069,Emergency,refugee,SS-SS-2019-S1-U04777,1975-12-17,3,Western Equatoria,Torit,2019-09-12,2019-10-02,2019-10-06,380.92,312.83,299.28,Inventory Loan,6,352.69,285.74,35.9,5.05,0.0,26.0,0.0,1.22,13.53,4.93,8.74,0.0,0.0,0.0,0.0,49.88,6.8,1.46,58.14,64.72,52.75,8.29,4.37,0.0,0.0,0,0,2020-01-14,closed,Hospitality and Tourism,Restaurant,South Sudan,SS
LN-ET-2022-726806,Expansion,refugee,ET-ET-2022-S3-U04079,1991-07-22,4,Addis Ababa,Kirkos,2022-03-03,2022-03-28,2022-03-30,991.91,931.85,925.4,Emergency Loan,18,1061.88,925.4,76.31,6.3,0.0,53.87,0.0,0.0,0.0,5.68,33.41,0.0,0.0,0.0,0.0,51.41,4.55,1.86,57.82,44.7,32.54,13.66,1.8,0.0,0.0,0,0,2022-11-01,closed,ICT,Cybercafe,Ethiopia,ET
LN-ET-2021-747586,Equipment,host,ET-ET-2021-S3-U04186,1973-11-11,2,SNNPR,Yeka,2021-05-17,2021-05-24,2021-05-30,572.82,517.62,471.46,Seasonal Loan,12,182.31,153.37,29.67,0.03,0.7,0.0,0.0,381.98,318.08,57.12,5.27,57.3,31.81,5.71,0.53,39.29,7.23,0.5,47.02,58.29,49.15,12.97,1.49,2.06,0.0,86,2,2021-07-29,defaulted,Personal Services,Childcare,Ethiopia,ET
LN-SS-2019-246475,Equipment,refugee,SS-SS-2026-S2-U02928,2001-01-10,2,Western Equatoria,Torit,2019-05-24,2019-06-02,2019-06-09,100.0,100.0,94.62,Emergency Loan,24,114.1,83.06,16.56,0.83,0.0,13.64,0.0,1.3,11.56,2.01,1.36,0.0,0.0,0.0,0.0,10.0,1.0,0.06,11.06,12.97,7.2,3.0,0.17,0.0,2.6,0,0,2019-11-24,closed,Retail & Trade,Phone Accessories,South Sudan,SS
LN-RW-2026-448316,Equipment,refugee,RW-RW-2025-S3-U01508,1995-07-11,3,Northern,Huye,2026-11-15,2026-12-01,2026-12-15,1505.62,1319.64,1208.21,Asset Finance,6,786.05,633.99,143.56,2.69,0.0,5.81,0.0,715.52,574.22,118.33,26.33,0.0,0.0,0.0,0.0,201.37,43.65,4.39,249.41,215.1,147.07,57.74,13.17,0.0,0.0,0,0,2027-01-14,active,Professional Services,Hair Salon,Rwanda,RW
LN-SS-2020-958437,Equipment,host,SS-SS-2025-S3-U02241,1978-09-28,2,Western Equatoria,Yambio,2020-06-04,2020-06-16,2020-06-27,454.96,452.71,407.93,Asset Finance,9,532.27,407.93,80.95,7.1,0.0,36.28,0.0,0.0,0.0,21.81,11.24,0.0,0.0,0.0,0.0,45.33,11.42,1.25,57.99,68.68,53.74,10.82,3.75,0.0,0.37,0,0,2020-10-13,closed,ICT,Mobile Money,South Sudan,SS
LN-RW-2020-140000,Equipment,host,RW-RW-2024-S1-U01811,1997-12-29,2,Kigali City,Kicukiro,2020-12-08,2021-01-01,2021-01-02,593.27,573.37,560.63,Inventory Loan,3,272.31,199.44,52.19,2.96,0.0,17.72,0.0,485.69,361.19,111.47,25.47,0.0,0.0,0.0,0.0,186.88,54.55,8.49,249.92,216.21,125.0,49.98,8.57,0.0,32.66,0,0,2021-03-15,active,Professional Services,Hair Salon,Rwanda,RW
LN-ET-2025-624329,Equipment,refugee,ET-ET-2019-S2-U03257,1999-10-12,3,Tigray,Bole,2025-11-20,2025-12-06,2025-12-17,799.9,814.57,803.1,Inventory Loan,6,444.95,364.56,26.77,5.82,0.0,47.8,0.0,463.8,438.54,43.78,23.21,0.0,0.0,0.0,0.0,133.85,11.76,3.87,149.48,205.88,131.24,27.07,4.19,0.0,43.38,0,0,2026-04-16,active,Hospitality and Tourism,Catering,Ethiopia,ET
LN-ET-2025-818735,Rent/Utilities,refugee,ET-ET-2022-S2-U01362,1985-09-07,2,SNNPR,Yeka,2025-07-03,2025-07-18,2025-07-28,362.51,301.64,278.04,Asset Finance,18,101.77,83.3,9.06,1.01,7.33,1.09,0.0,222.55,194.74,21.78,4.92,33.38,19.47,2.18,0.49,15.45,1.71,0.68,17.84,19.57,13.64,2.79,0.58,0.01,2.54,51,2,2025-11-17,defaulted,Personal Services,Childcare,Ethiopia,ET
LN-SS-2025-604575,Rent/Utilities,refugee,SS-SS-2018-S1-U03143,1992-01-18,3,Western Equatoria,Torit,2025-08-01,2025-08-19,2025-09-02,272.37,256.12,230.95,Seasonal Loan,12,117.22,96.02,15.9,1.0,0.0,4.31,0.0,157.98,134.93,21.54,4.48,0.0,0.0,0.0,0.0,19.25,3.12,0.37,22.74,24.16,15.07,4.63,1.12,0.0,3.35,0,0,2026-01-12,active,Professional Services,Repairs,South Sudan,SS
LN-RW-2020-814625,Emergency,host,RW-RW-2018-S3-U03779,1979-02-20,1,Eastern,Musanze,2020-01-25,2020-02-22,2020-03-01,380.35,397.25,392.99,Emergency Loan,24,492.15,334.71,85.52,2.88,0.0,69.04,0.0,0.0,58.28,5.26,5.17,0.0,0.0,0.0,0.0,16.37,3.78,0.22,20.37,20.56,12.9,4.24,0.65,0.0,2.77,0,0,2020-06-17,closed,Transport,Moto,Rwanda,RW
LN-RW-2023-492507,Stock purchase,refugee,RW-RW-2023-S3-U01852,1990-05-10,2,Kigali City,Musanze,2023-03-16,2023-03-24,2023-03-24,859.2,773.91,773.38,Working Capital,24,237.76,193.53,33.97,1.56,5.71,3.0,0.0,672.5,579.85,85.78,5.45,100.88,57.99,8.58,0.55,32.22,4.99,0.47,37.68,58.31,34.01,14.97,1.4,2.46,5.47,12,3,2023-10-26,active,Manufacturing,Furniture,Rwanda,RW
LN-KE-2019-137839,Working capital,host,KE-KE-2025-S3-U00468,1984-08-04,3,Coast,Mombasa,2019-03-04,2019-03-12,2019-03-19,113.25,100.0,96.67,Emergency Loan,6,77.58,68.19,6.57,1.13,0.0,1.7,0.0,33.25,28.49,2.34,3.65,0.0,0.0,0.0,0.0,16.11,1.48,0.61,18.2,14.85,11.1,3.57,1.22,0.0,0.0,0,0,2019-04-04,active,Agriculture,Grains,Kenya,KE
LN-RW-2019-201531,Rent/Utilities,host,RW-RW-2022-S2-U01032,1998-01-02,1,Northern,Rwamagana,2019-04-07,2019-04-17,2019-04-27,432.81,352.58,346.29,Seasonal Loan,18,181.88,153.35,13.21,0.24,0.0,15.08,0.0,200.68,192.93,16.15,6.41,0.0,0.0,0.0,0.0,19.24,1.63,0.36,21.23,23.75,15.66,4.89,0.52,0.0,2.67,0,0,2019-05-23,active,Manufacturing,Crafts,Rwanda,RW
LN-ET-2023-610182,Stock purchase,host,ET-ET-2019-S2-U00238,2001-03-14,2,Addis Ababa,Bahir Dar,2023-08-29,2023-09-27,2023-10-06,352.37,363.51,336.71,Working Capital,12,118.27,82.53,23.58,0.16,0.0,12.0,0.0,327.14,254.18,73.42,11.1,0.0,0.0,0.0,0.0,28.06,8.08,0.92,37.07,47.2,27.38,9.41,2.59,0.0,7.82,0,0,2023-12-20,active,Professional Services,Repairs,Ethiopia,ET
LN-KE-2021-570903,Expansion,refugee,KE-KE-2025-S3-U03634,1990-10-04,3,Central,Mombasa,2021-10-21,2021-11-16,2021-11-20,127.4,119.8,115.17,Working Capital,6,137.06,108.01,15.94,1.19,0.0,11.92,0.0,0.0,7.16,0.0,4.24,0.0,0.0,0.0,0.0,19.19,2.66,0.71,22.56,26.12,21.07,5.04,0.83,0.0,0.0,0,0,2022-03-14,closed,Retail & Trade,Clothing,Kenya,KE
LN-KE-2024-579858,Emergency,refugee,KE-KE-2022-S1-U02941,2001-04-15,2,Western,Nairobi,2024-11-10,2024-11-22,2024-12-03,573.01,477.3,460.98,Working Capital,9,269.03,190.27,41.81,3.94,0.0,33.01,0.0,334.58,270.71,72.94,19.03,0.0,0.0,0.0,0.0,51.22,12.75,2.11,66.08,43.45,33.97,13.13,2.33,0.0,0.0,0,0,2025-05-04,active,Hospitality and Tourism,Lodging,Kenya,KE
LN-ET-2020-956247,Emergency,host,ET-ET-2019-S2-U04065,1985-08-13,1,Tigray,Bahir Dar,2020-10-29,2020-11-05,2020-11-11,227.9,232.77,218.09,Emergency Loan,24,176.72,148.81,20.69,1.73,0.0,5.51,0.0,90.59,69.28,15.65,10.27,0.0,0.0,0.0,0.0,10.0,1.51,0.43,11.94,6.86,4.82,0.77,0.42,0.0,0.85,0,0,2021-06-23,active,Agriculture,Grains,Ethiopia,ET
LN-RW-2020-178118,Rent/Utilities,host,RW-RW-2025-S1-U03012,1992-06-27,2,Western,Nyarugenge,2020-04-08,2020-04-27,2020-05-07,162.52,131.14,128.49,Inventory Loan,18,90.02,65.38,19.37,1.12,0.0,4.15,0.0,79.78,63.12,18.03,1.78,0.0,0.0,0.0,0.0,10.0,2.08,0.1,12.18,12.37,8.08,1.57,0.3,0.0,2.43,0,0,2020-07-06,active,Agriculture,Dairy,Rwanda,RW
LN-RW-2024-922922,Equipment,refugee,RW-RW-2022-S1-U03906,1997-03-25,1,Southern,Huye,2024-05-22,2024-06-20,2024-06-29,105.87,100.0,96.15,Inventory Loan,24,71.5,63.76,5.22,0.69,0.0,1.83,0.0,36.46,32.38,3.81,1.75,0.0,0.0,0.0,0.0,10.0,1.0,0.07,11.07,14.89,8.77,3.0,0.22,0.0,2.9,0,0,2024-08-14,active,Hospitality and Tourism,Lodging,Rwanda,RW
