unique_id,survey_id,survey_date,age,gender,strata,client_location,nationality,education_level,business_sector,business_sub_sector,only_income_earner,number_of_people_reponsible,business_location,is_business_registered,has_access_to_finance_in_past_6months,have_bank_account,monthly_customer,kept_sales_record,bz_have_new_practices,practice_type,bz_have_new_product,new_product_type,job_created,revenue,hh_expense,nps_detractor,nps_passive,nps_promoter,satisfied_yes,satisfied_no,survey_name,has_started_business,why_not_started_business,bz_source_capital,did_you_buy_assets_in_the_past_6months,business_challenges,did_you_attended_all_training,does_training_increased_bz_skills,plan_after_program,risk_tier_1m,risk_tier_2m,risk_tier_3m,risk_score_1m,risk_score_2m,risk_score_3m,jobs_created_1m,jobs_created_2m,jobs_created_3m,jobs_lost_1m,jobs_lost_2m,jobs_lost_3m,revenue_1m,revenue_2m,revenue_3m,countrySpecific,country_code
U00824,ET-2024-S1,2024-03-15,18,Female,host,Jijiga,Ethiopian,Primary,Retail & Trade,Clothing,No,4,,,,,,,,,,,1,506.26,,1,0,0,1,0,Baseline Survey,False,Health issues,Savings,False,High input costs,False,False,Join cooperative,MEDIUM,MEDIUM,LOW,0.38422,0.358511,0.313598,0,0,0,0,0,0,507.92,485.01,441.78,Ethiopia,ET
U02399,SS-2018-S1,2018-06-12,39,Female,host,Torit,South Sudanese,Primary,Professional Services,Hair Salon,Yes,3,,,,,,,,,,,1,391.53,,0,0,1,1,0,Baseline Survey,True,,Grant,True,Limited mobility,True,False,Start business,MEDIUM,MEDIUM,LOW,0.417791,0.377314,0.334374,0,0,0,0,0,1,395.3,419.25,388.48,South Sudan,SS
U04108,RW-2026-S1,2026-01-30,29,Male,host,Gasabo,Burundian,Secondary,Transport,Moto,Yes,2,,,,,,,,,,,2,1527.69,,0,1,0,0,1,Baseline Survey,True,,Loan,True,Competition,False,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.364818,0.380588,0.364898,0,0,1,0,0,0,1642.25,1717.88,1737.07,Rwanda,RW
U02728,RW-2019-S3,2019-08-14,34,Male,refugee,Nyarugenge,Burundian,TVET,Personal Services,Childcare,Yes,4,Kicukiro,Yes,Yes,No,20.0,No,No,,No,,1,139.5,46.85,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.614028,0.594355,0.579289,0,0,0,0,0,0,131.8,142.6,141.96,Rwanda,RW
U03718,KE-2023-S1,2023-06-25,36,Female,refugee,Nakuru,South Sudanese,Secondary,Agriculture,Dairy,No,4,,,,,,,,,,,1,147.44,,0,0,1,1,0,Endline Survey,True,,Savings,False,Low demand,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.569872,0.568135,0.577995,0,0,0,0,0,0,146.02,151.8,154.54,Kenya,KE
U03855,RW-2023-S2,2023-08-15,31,Female,host,Gasabo,Rwandan,None,Professional Services,Repairs,No,2,,,,,,,,,,,1,390.18,,0,0,1,1,0,Follow-up Survey,False,Market uncertainty,Community group,True,Competition,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.46096,0.490485,0.481176,0,0,0,0,0,0,401.44,371.06,351.47,Rwanda,RW
U04160,RW-2021-S2,2021-02-11,31,Female,host,Nyabiheke Camp,Burundian,Bachelor,Manufacturing,Crafts,No,4,Rubavu,Yes,No,No,27.0,No,Yes,Record keeping,No,,0,372.87,201.3,0,0,1,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.52015,0.483974,0.481424,0,1,1,0,0,0,354.43,354.41,359.16,Rwanda,RW
U01589,KE-2018-S2,2018-01-09,39,Female,refugee,Kisumu,Kenyan,Diploma,Retail & Trade,Pharmacy,No,5,Mombasa,No,Yes,Yes,10.0,Yes,Yes,Record keeping,No,,0,392.51,255.86,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.410476,0.397412,0.379643,0,0,0,0,0,2,388.31,387.64,378.73,Kenya,KE
U00586,RW-2026-S2,2026-03-18,36,Male,refugee,Mahama Camp,Rwandan,Diploma,Retail & Trade,Grocery,No,1,,,,,,,,,,,0,1098.16,,0,1,0,1,0,Endline Survey,True,,Grant,True,Competition,True,True,Expand idea,LOW,LOW,LOW,0.328966,0.287188,0.279816,0,0,0,0,0,0,1028.42,1065.28,1105.86,Rwanda,RW
U01780,ET-2026-S3,2026-05-27,39,Male,refugee,Shire Camp,Ethiopian,Primary,Professional Services,Hair Salon,No,2,,,,,,,,,,,2,747.24,,1,0,0,1,0,Baseline Survey,True,,Grant,True,High input costs,True,True,Expand idea,MEDIUM,MEDIUM,MEDIUM,0.49592,0.460518,0.432616,0,0,0,0,0,0,691.7,714.56,679.42,Ethiopia,ET
U02816,ET-2021-S1,2021-05-01,31,Male,host,Jijiga,Somali,Primary,Professional Services,Consulting,No,6,Yeka,Yes,Yes,No,17.0,No,Yes,Pricing,Yes,Tailoring,0,402.63,185.57,0,0,1,0,1,Follow-up Survey,True,,,,,,,,LOW,LOW,LOW,0.328527,0.313779,0.297385,0,0,0,1,1,1,422.52,495.71,542.83,Ethiopia,ET
U04016,RW-2024-S3,2024-10-11,37,Male,refugee,Kigeme Camp,Burundian,Secondary,Transport,Taxi,No,3,Kicukiro,Yes,No,Yes,14.0,No,No,,Yes,Taxi,1,459.73,210.79,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.581831,0.611662,0.641499,0,0,0,0,0,0,438.87,479.15,432.61,Rwanda,RW
U00859,ET-2018-S2,2018-02-27,38,Female,refugee,Mekelle,Ethiopian,Primary,Construction,Hardware,No,4,,,,,,,,,,,0,1404.29,,0,0,1,0,1,Endline Survey,False,Market uncertainty,Loan,False,Competition,False,False,Start business,MEDIUM,MEDIUM,MEDIUM,0.525359,0.51751,0.524016,0,0,0,0,1,1,1464.47,1292.31,1323.73,Ethiopia,ET
U00022,ET-2018-S3,2018-04-26,18,Female,host,Bahir Dar,Eritrean,None,Retail & Trade,Clothing,Yes,4,Bahir Dar,Yes,Yes,Yes,28.0,Yes,No,,Yes,Pharmacy,1,742.24,395.33,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.462789,0.465228,0.450549,0,0,0,0,0,0,759.6,715.74,827.69,Ethiopia,ET
U01804,ET-2025-S3,2025-08-28,24,Female,refugee,Shire Camp,Somali,Secondary,Construction,Masonry,No,6,Bole,Yes,No,No,29.0,Yes,No,,Yes,Masonry,2,189.0,49.42,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,HIGH,0.658655,0.679909,0.717338,0,0,0,0,0,0,196.01,191.51,173.8,Ethiopia,ET
U04172,RW-2019-S1,2019-09-22,26,Female,host,Nyarugenge,Burundian,Primary,Professional Services,Repairs,Yes,9,,,,,,,,,,,0,569.82,,0,0,1,1,0,Follow-up Survey,True,,Grant,False,Security constraints,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.525798,0.488736,0.484041,0,0,0,0,1,1,571.14,510.6,489.18,Rwanda,RW
U01663,ET-2019-S3,2019-09-01,18,Male,host,Mekelle,Ethiopian,Bachelor,Professional Services,Tailoring,Yes,3,Yeka,No,No,Yes,14.0,No,Yes,Record keeping,No,,1,205.75,97.2,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.535189,0.586211,0.644137,1,1,1,0,0,0,208.09,219.12,208.22,Ethiopia,ET
U01544,ET-2026-S2,2026-10-05,51,Female,host,Mekelle,Ethiopian,Bachelor,Personal Services,Beauty,No,4,Hawassa,Yes,No,No,9.0,No,No,,Yes,Childcare,0,212.95,134.71,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.426193,0.453058,0.457942,0,0,0,1,1,1,203.6,214.4,210.72,Ethiopia,ET
U03916,KE-2020-S2,2020-03-08,18,Female,refugee,Nakuru,South Sudanese,TVET,Professional Services,Consulting,No,1,Nakuru,No,No,No,34.0,Yes,No,,Yes,Consulting,0,275.96,130.88,0,1,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.387047,0.398086,0.423852,1,1,1,0,0,0,251.67,288.51,267.12,Kenya,KE
U00063,RW-2022-S3,2022-04-24,40,Male,host,Nyabiheke Camp,Burundian,Primary,ICT,Cybercafe,No,7,Rubavu,Yes,Yes,No,51.0,Yes,No,,No,,1,468.38,217.28,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.404171,0.408727,0.429794,0,0,0,0,0,1,474.24,469.91,431.83,Rwanda,RW
U04947,RW-2022-S1,2022-04-02,39,Female,host,Nyabiheke Camp,Congolese,Primary,Retail & Trade,Clothing,No,6,,,,,,,,,,,0,316.01,,0,1,0,0,1,Baseline Survey,False,Lack of capital,Community group,True,Low demand,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.372058,0.370217,0.364117,0,0,0,1,1,1,325.78,315.01,357.91,Rwanda,RW
U03368,ET-2024-S3,2024-09-06,18,Female,host,Bahir Dar,Somali,Diploma,Retail & Trade,Clothing,No,6,,,,,,,,,,,0,477.16,,0,0,1,1,0,Endline Survey,True,,Savings,True,Low demand,False,False,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.359854,0.415821,0.471824,0,0,0,0,1,2,511.36,463.72,496.66,Ethiopia,ET
U01722,RW-2021-S3,2021-11-06,24,Male,refugee,Mahama Camp,Burundian,Diploma,Personal Services,Childcare,No,3,,,,,,,,,,,1,300.16,,1,0,0,1,0,Endline Survey,False,Health issues,Grant,False,High input costs,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.474391,0.48481,0.480845,0,0,0,0,0,0,316.66,276.53,284.51,Rwanda,RW
U04383,RW-2020-S3,2020-12-26,45,Male,host,Nyarugenge,Congolese,Secondary,Manufacturing,Crafts,Yes,4,Nyarugenge,Yes,No,Yes,24.0,No,No,,No,,0,266.09,101.5,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.616003,0.601885,0.59853,0,0,0,0,0,0,287.11,264.16,298.18,Rwanda,RW
U04617,RW-2020-S1,2020-03-05,39,Male,host,Nyarugenge,Rwandan,Diploma,Professional Services,Consulting,No,3,Nyarugenge,No,Yes,No,31.0,Yes,Yes,Inventory,No,,0,679.76,444.02,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.43874,0.439161,0.430217,0,0,0,1,1,2,662.86,748.64,751.44,Rwanda,RW
U00239,KE-2023-S3,2023-06-01,29,Male,refugee,Nakuru,Somali,TVET,Manufacturing,Furniture,Yes,2,Kisumu,Yes,No,No,53.0,No,No,,No,,2,962.84,648.61,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.546156,0.558096,0.545038,0,0,0,0,1,1,968.6,1016.0,1103.04,Kenya,KE
U01328,RW-2018-S2,2018-08-11,46,Female,host,Nyabiheke Camp,Rwandan,None,Personal Services,Laundry,No,3,Gasabo,No,Yes,Yes,37.0,No,No,,Yes,Cleaning,0,238.01,145.72,1,0,0,0,1,Baseline Survey,True,,,,,,,,LOW,MEDIUM,MEDIUM,0.344796,0.355854,0.355962,0,1,1,0,0,0,263.26,272.26,272.26,Rwanda,RW
U02073,KE-2026-S2,2026-03-20,39,Male,host,Dadaab Camp,South Sudanese,Primary,Construction,Carpentry,Yes,2,,,,,,,,,,,0,446.94,,1,0,0,1,0,Baseline Survey,True,,Family support,True,Limited mobility,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.374858,0.402426,0.410938,0,0,1,0,0,0,443.87,465.39,461.02,Kenya,KE
U01470,RW-2023-S2,2023-05-15,45,Male,refugee,Nyabiheke Camp,Rwandan,Diploma,Retail & Trade,Phone Accessories,No,5,Nyarugenge,No,No,No,15.0,No,No,,No,,2,506.0,245.78,0,0,1,1,0,Baseline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.706912,0.708309,0.738374,0,0,0,0,1,2,426.81,419.8,316.7,Rwanda,RW
U04146,ET-2022-S3,2022-05-02,27,Female,host,Bahir Dar,Ethiopian,Diploma,Manufacturing,Baked Goods,No,6,Hawassa,No,Yes,Yes,24.0,Yes,No,,No,,0,277.21,69.87,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.440029,0.413883,0.372436,0,0,0,0,1,2,286.51,278.57,275.69,Ethiopia,ET
U02320,RW-2020-S3,2020-02-14,46,Male,host,Nyabiheke Camp,Rwandan,Secondary,Construction,Masonry,Yes,4,Nyarugenge,No,No,Yes,27.0,No,No,,No,,0,356.52,127.6,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.409444,0.398848,0.394476,1,1,1,0,0,1,385.91,393.77,381.31,Rwanda,RW
U03898,KE-2026-S1,2026-03-23,18,Female,refugee,Nakuru,Somali,Secondary,Personal Services,Childcare,No,6,Mombasa,No,No,Yes,86.0,Yes,Yes,Supplier diversification,Yes,Childcare,2,314.86,93.12,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.686293,0.653513,0.638706,0,0,0,1,1,2,276.13,215.14,186.07,Kenya,KE
U02603,SS-2019-S2,2019-05-29,36,Male,host,Yambio,Congolese,Diploma,Retail & Trade,Pharmacy,No,4,Yambio,Yes,No,No,56.0,No,No,,No,,0,200.67,137.47,1,0,0,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.436123,0.395575,0.391169,0,0,0,0,1,1,201.85,217.78,234.65,South Sudan,SS
U04757,RW-2018-S1,2018-03-19,39,Male,host,Kicukiro,Rwandan,Bachelor,Manufacturing,Baked Goods,No,1,Rwamagana,No,Yes,Yes,17.0,Yes,No,,No,,3,1327.81,345.0,0,0,1,1,0,Baseline Survey,True,,,,,,,,LOW,LOW,LOW,0.192149,0.230342,0.300709,0,0,0,0,1,1,1349.94,1461.2,1575.78,Rwanda,RW
U01859,KE-2023-S1,2023-10-29,43,Male,refugee,Kisumu,Kenyan,Secondary,Construction,Masonry,No,3,Kisumu,Yes,Yes,No,29.0,No,Yes,Pricing,No,,1,461.61,170.46,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.562346,0.580409,0.593574,0,0,0,0,0,1,443.51,467.32,473.72,Kenya,KE
U02285,RW-2024-S1,2024-03-31,35,Male,host,Gasabo,Burundian,Bachelor,Professional Services,Hair Salon,No,6,Kicukiro,Yes,Yes,Yes,35.0,No,Yes,Pricing,Yes,Consulting,1,321.06,172.25,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.543044,0.522724,0.494525,0,0,0,0,1,1,328.42,301.65,340.52,Rwanda,RW
U00831,ET-2019-S3,2019-01-08,32,Female,host,Bahir Dar,Eritrean,Primary,Construction,Paint,No,1,,,,,,,,,,,2,681.97,,1,0,0,1,0,Endline Survey,False,Lack of capital,Grant,False,Competition,True,True,Join cooperative,LOW,LOW,LOW,0.128822,0.113109,0.115166,0,0,0,0,0,0,787.06,829.24,883.6,Ethiopia,ET
U04841,KE-2025-S1,2025-11-20,22,Female,host,Nakuru,Somali,Bachelor,Retail & Trade,Pharmacy,No,3,Nairobi,Yes,No,No,36.0,No,No,,Yes,Pharmacy,0,187.46,62.94,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.539793,0.561572,0.568233,0,0,0,0,0,0,181.98,171.27,166.77,Kenya,KE
U03693,KE-2025-S1,2025-01-09,44,Male,host,Kakuma Camp,Somali,Primary,Personal Services,Laundry,Yes,2,Nakuru,Yes,Yes,Yes,34.0,No,No,,No,,1,297.45,152.67,0,0,1,0,1,Endline Survey,True,,,,,,,,LOW,LOW,LOW,0.345885,0.334891,0.348763,0,0,0,1,1,2,319.15,294.06,319.01,Kenya,KE
U03163,RW-2024-S2,2024-12-01,27,Female,refugee,Nyarugenge,Rwandan,Secondary,ICT,Device Repair,No,4,Gasabo,Yes,Yes,Yes,26.0,No,Yes,Supplier diversification,No,,1,282.36,164.49,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.434103,0.469296,0.486134,0,0,0,0,0,0,282.24,301.96,326.08,Rwanda,RW
U04357,RW-2018-S2,2018-05-01,24,Female,host,Kigeme Camp,Rwandan,Secondary,Professional Services,Repairs,Yes,6,Gasabo,No,No,Yes,29.0,No,Yes,Record keeping,No,,1,1287.67,807.39,0,0,1,1,0,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.650706,0.649651,0.655014,0,0,0,0,0,0,1409.73,1481.47,1477.47,Rwanda,RW
U04345,ET-2019-S2,2019-11-19,27,Male,refugee,Jijiga,Somali,Secondary,Transport,Taxi,No,3,,,,,,,,,,,0,285.61,,0,1,0,1,0,Baseline Survey,False,Health issues,Loan,False,Low demand,False,False,Start business,MEDIUM,MEDIUM,LOW,0.399923,0.353907,0.343297,0,0,0,0,0,1,281.85,311.77,294.39,Ethiopia,ET
U00671,RW-2026-S2,2026-10-15,32,Male,host,Kigeme Camp,Congolese,Diploma,Agriculture,Dairy,No,1,Gasabo,Yes,No,No,26.0,No,No,,No,,0,214.29,84.2,0,0,1,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.575448,0.552563,0.537131,0,0,0,0,0,0,217.4,192.37,193.94,Rwanda,RW
U00088,SS-2025-S3,2025-11-13,24,Male,host,Gorom Camp,South Sudanese,Secondary,Retail & Trade,Pharmacy,Yes,6,,,,,,,,,,,1,974.89,,0,0,1,1,0,Endline Survey,False,Health issues,Family support,False,Competition,True,True,Join cooperative,MEDIUM,MEDIUM,MEDIUM,0.459346,0.426392,0.428009,0,0,0,0,0,1,950.79,937.24,957.23,South Sudan,SS
U01281,RW-2023-S1,2023-08-24,31,Female,host,Mahama Camp,Rwandan,None,Professional Services,Tailoring,No,3,Nyarugenge,Yes,No,Yes,26.0,Yes,No,,No,,0,350.99,141.31,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.386673,0.432661,0.476696,0,0,1,0,0,0,344.78,358.24,390.17,Rwanda,RW
U03204,SS-2025-S2,2025-05-26,18,Female,refugee,Torit,Sudanese,Primary,Hospitality and Tourism,Catering,Yes,8,,,,,,,,,,,0,200.81,,0,0,1,0,1,Follow-up Survey,False,Health issues,Community group,False,Limited mobility,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.61075,0.615836,0.608968,0,0,0,0,0,0,209.49,189.45,211.7,South Sudan,SS
U04510,RW-2026-S1,2026-05-30,23,Male,host,Nyabiheke Camp,Burundian,Bachelor,Retail & Trade,Grocery,No,4,Rwamagana,No,No,Yes,21.0,No,Yes,Pricing,Yes,Pharmacy,1,1255.66,533.01,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.481038,0.457463,0.465975,0,0,0,0,0,0,1202.41,1309.17,1502.18,Rwanda,RW
U00017,KE-2020-S3,2020-10-21,32,Male,refugee,Dadaab Camp,South Sudanese,Primary,Retail & Trade,Phone Accessories,No,3,,,,,,,,,,,1,238.23,,1,0,0,1,0,Follow-up Survey,False,Permit/registration barriers,Savings,True,Low demand,True,False,Continue training,MEDIUM,MEDIUM,MEDIUM,0.532386,0.570804,0.60377,0,0,1,0,0,0,247.52,242.92,249.56,Kenya,KE
U03957,KE-2021-S1,2021-08-03,25,Male,refugee,Kisumu,Kenyan,Postgraduate,Agriculture,Dairy,No,5,Nakuru,Yes,Yes,No,16.0,Yes,Yes,Pricing,Yes,Vegetables,0,280.54,191.05,0,0,1,0,1,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.641873,0.641094,0.635016,0,0,0,1,1,1,299.34,280.58,328.09,Kenya,KE
U02252,SS-2021-S3,2021-10-30,42,Male,refugee,Gorom Camp,South Sudanese,Secondary,Professional Services,Consulting,No,4,Yambio,No,No,No,15.0,No,Yes,Pricing,No,,0,272.3,97.36,0,0,1,1,0,Endline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.760775,0.788638,0.785684,0,0,0,0,0,0,255.77,260.12,218.47,South Sudan,SS
U00966,SS-2026-S2,2026-07-20,42,Female,host,Gorom Camp,Sudanese,Secondary,Retail & Trade,Grocery,No,5,Torit,Yes,No,No,21.0,Yes,Yes,Marketing,No,,1,648.78,289.46,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.530909,0.516713,0.523663,0,0,0,0,0,0,712.79,724.45,650.65,South Sudan,SS
U02327,ET-2018-S1,2018-03-13,30,Male,refugee,Mekelle,Somali,Secondary,Professional Services,Consulting,No,2,,,,,,,,,,,0,295.07,,0,0,1,1,0,Follow-up Survey,True,,Community group,False,Low demand,True,True,Start business,MEDIUM,MEDIUM,MEDIUM,0.496237,0.547847,0.54817,0,0,0,0,0,0,300.17,323.04,307.0,Ethiopia,ET
U03015,KE-2018-S2,2018-03-03,26,Male,host,Dadaab Camp,Somali,TVET,Agriculture,Dairy,Yes,7,Kisumu,No,No,Yes,52.0,No,Yes,Supplier diversification,No,,1,366.24,229.5,0,0,1,1,0,Baseline Survey,True,,,,,,,,HIGH,HIGH,HIGH,0.728912,0.720143,0.714336,0,0,0,2,3,5,322.56,334.63,309.68,Kenya,KE
U02491,KE-2024-S1,2024-02-27,36,Male,refugee,Nairobi,South Sudanese,Primary,Retail & Trade,Clothing,No,7,Kisumu,No,Yes,Yes,26.0,Yes,No,,Yes,Grocery,1,190.31,113.33,0,1,0,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.478154,0.399349,0.356271,0,0,0,0,0,0,201.01,188.56,185.09,Kenya,KE
U00618,ET-2019-S1,2019-01-17,40,Female,refugee,Jijiga,Ethiopian,Primary,Retail & Trade,Grocery,Yes,4,Bole,No,No,No,50.0,No,Yes,Inventory,No,,1,834.57,211.14,0,0,1,0,1,Endline Survey,True,,,,,,,,MEDIUM,MEDIUM,HIGH,0.629803,0.673081,0.731799,0,0,0,1,1,1,874.95,820.12,890.96,Ethiopia,ET
U03859,RW-2020-S1,2020-10-14,36,Female,host,Kigeme Camp,Rwandan,Primary,Retail & Trade,Pharmacy,Yes,5,Gasabo,Yes,No,No,34.0,No,No,,No,,0,359.76,121.71,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.546134,0.595732,0.631194,0,0,0,0,0,0,364.56,334.37,329.72,Rwanda,RW
U02428,KE-2021-S2,2021-12-08,18,Female,refugee,Dadaab Camp,South Sudanese,Primary,Construction,Carpentry,No,2,Kisumu,Yes,Yes,No,13.0,Yes,No,,No,,1,474.75,287.31,0,1,0,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.410295,0.39383,0.359078,0,0,0,0,0,0,455.94,506.99,501.39,Kenya,KE
U03048,KE-2022-S2,2022-11-25,31,Male,refugee,Nakuru,Kenyan,Secondary,Manufacturing,Soap,No,4,Kisumu,No,No,Yes,20.0,No,Yes,Supplier diversification,No,,0,962.99,651.9,1,0,0,1,0,Baseline Survey,True,,,,,,,,MEDIUM,HIGH,HIGH,0.69545,0.709655,0.727701,0,0,1,0,0,2,959.5,1071.92,986.23,Kenya,KE
U03445,RW-2021-S3,2021-02-14,49,Male,host,Nyarugenge,Rwandan,TVET,Agriculture,Grains,Yes,4,,,,,,,,,,,0,523.34,,0,0,1,1,0,Endline Survey,False,Market uncertainty,Family support,True,Limited mobility,True,True,Continue training,MEDIUM,MEDIUM,MEDIUM,0.389173,0.421772,0.438634,0,0,0,0,0,0,515.99,543.2,511.97,Rwanda,RW
U04235,KE-2023-S1,2023-09-25,29,Female,host,Kakuma Camp,Somali,Diploma,Personal Services,Beauty,Yes,4,Kisumu,No,Yes,No,19.0,No,No,,Yes,Laundry,0,299.98,183.9,1,0,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.546479,0.5381,0.560641,0,0,0,0,0,0,299.12,326.01,279.79,Kenya,KE
U02468,RW-2018-S3,2018-01-31,24,Male,refugee,Kicukiro,Rwandan,Secondary,Transport,Moto,Yes,1,,,,,,,,,,,1,433.68,,0,0,1,0,1,Baseline Survey,False,Family responsibilities,Grant,False,Low demand,False,False,Seek employment,MEDIUM,HIGH,HIGH,0.635097,0.718146,0.765892,0,0,1,2,2,2,394.6,437.58,431.64,Rwanda,RW
U01329,RW-2024-S2,2024-11-29,31,Female,refugee,Gasabo,Burundian,Bachelor,Personal Services,Beauty,Yes,1,Gasabo,No,No,Yes,30.0,Yes,No,,No,,0,284.5,172.66,0,1,0,0,1,Follow-up Survey,True,,,,,,,,HIGH,MEDIUM,MEDIUM,0.729238,0.658108,0.631207,0,0,0,0,0,0,245.23,206.32,186.26,Rwanda,RW
U02120,ET-2018-S3,2018-08-29,18,Male,host,Jijiga,Ethiopian,Secondary,Retail & Trade,Grocery,Yes,5,,,,,,,,,,,3,269.21,,0,1,0,0,1,Endline Survey,False,Market uncertainty,Grant,False,Security constraints,True,True,Seek employment,MEDIUM,MEDIUM,MEDIUM,0.575031,0.555558,0.545025,0,0,0,0,0,0,277.87,282.72,256.79,Ethiopia,ET
U02307,RW-2022-S3,2022-08-08,35,Female,host,Kicukiro,Rwandan,Diploma,Professional Services,Consulting,No,3,Huye,Yes,Yes,Yes,6.0,No,Yes,Supplier diversification,Yes,Consulting,0,233.46,124.01,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.364687,0.371183,0.370818,0,0,0,1,2,2,241.28,230.14,233.54,Rwanda,RW
U00617,ET-2025-S2,2025-05-22,36,Female,refugee,Shire Camp,Ethiopian,TVET,Professional Services,Consulting,No,5,Bole,No,No,Yes,26.0,Yes,No,,No,,1,274.98,183.79,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.546227,0.546583,0.573216,0,0,0,0,0,0,276.4,243.21,233.21,Ethiopia,ET
U00913,ET-2021-S1,2021-08-20,26,Male,host,Mekelle,Somali,TVET,Agriculture,Grains,No,5,,,,,,,,,,,1,641.24,,0,0,1,0,1,Baseline Survey,True,,Savings,False,Limited mobility,True,True,Seek employment,LOW,LOW,LOW,0.304554,0.273665,0.245935,0,0,0,0,0,0,735.22,704.58,842.51,Ethiopia,ET
U03759,RW-2024-S3,2024-06-05,36,Male,host,Nyabiheke Camp,Burundian,Bachelor,Retail & Trade,Clothing,No,4,Nyarugenge,No,Yes,No,26.0,No,No,,No,,2,268.97,92.59,0,1,0,1,0,Follow-up Survey,True,,,,,,,,MEDIUM,LOW,LOW,0.374639,0.320533,0.2856,0,0,0,0,0,0,284.01,246.69,263.16,Rwanda,RW
U01539,RW-2025-S1,2025-06-18,24,Male,refugee,Kigeme Camp,Rwandan,Diploma,Agriculture,Poultry,No,2,Kicukiro,Yes,No,Yes,25.0,No,Yes,Marketing,No,,0,273.52,143.36,0,0,1,0,1,Baseline Survey,True,,,,,,,,MEDIUM,MEDIUM,MEDIUM,0.488354,0.43725,0.389786,0,0,0,0,0,0,284.91,306.57,280.69,Rwanda,RW
